session_id,customer_id,session_date,device,traffic_source,pages_viewed,session_duration_min,added_to_cart,made_purchase
S0028602,C00730,2025-10-12,Mobile,Email,3,11.75,0,0
S0028603,C04958,2026-03-13,Desktop,Organic,13,18.22,0,0
S0028604,C03016,2025-02-09,Mobile,Organic,11,7.29,0,0
S0028605,C03936,2026-01-27,Tablet,Referral,6,9.25,1,0
S0028606,C00480,2026-02-27,Mobile,Paid Ads,2,12.38,0,0
S0028607,C00201,2025-03-12,Desktop,Paid Ads,15,9.92,0,0
S0028608,C04439,2025-11-30,Mobile,Social,2,38.12,1,1
S0028609,C02709,2026-02-21,Desktop,Email,11,34.24,0,0
S0028610,C00718,2025-04-09,Desktop,Email,19,39.45,0,0
S0028611,C03252,2025-04-04,Mobile,Organic,23,32.03,0,0
S0028612,C00592,2024-01-31,Mobile,Social,14,6.66,0,0
S0028613,C02076,2025-07-03,Mobile,Social,19,21.14,0,0
S0028614,C00758,2025-11-11,Mobile,Organic,13,36.54,1,0
S0028615,C03968,2026-03-09,Desktop,Email,15,28.17,0,0
S0028616,C04542,2026-03-19,Mobile,Paid Ads,16,29.12,1,1
S0028617,C03649,2023-05-09,Desktop,Referral,15,11.54,0,0
S0028618,C01407,2024-06-13,Mobile,Email,5,17.68,0,0
S0028619,C02809,2026-03-06,Mobile,Organic,19,10.39,0,0
S0028620,C03360,2025-09-05,Mobile,Organic,5,22.28,0,0
S0028621,C03169,2026-01-31,Mobile,Social,11,15.68,0,0
S0028622,C02587,2024-02-25,Mobile,Social,24,3.85,0,0
S0028623,C01932,2026-03-21,Desktop,Email,2,2.25,0,1
S0028624,C04198,2026-01-15,Desktop,Direct,24,6.83,0,0
S0028625,C01759,2025-11-11,Mobile,Email,8,21.09,1,1
S0028626,C01953,2025-12-04,Mobile,Email,20,16.58,0,0
S0028627,C00858,2025-10-29,Mobile,Referral,15,10.12,1,0
S0028628,C01022,2025-06-27,Mobile,Referral,6,2.9,1,1
S0028629,C03969,2025-10-23,Desktop,Referral,13,4.99,1,0
S0028630,C03064,2026-03-15,Mobile,Paid Ads,13,18.59,0,0
S0028631,C04477,2023-07-08,Mobile,Organic,17,9.35,1,0
S0028632,C00572,2023-07-08,Tablet,Referral,3,25.45,0,0
S0028633,C00973,2024-07-21,Mobile,Referral,19,13.45,0,0
S0028634,C03961,2026-02-13,Mobile,Email,22,30.05,1,1
S0028635,C04227,2025-06-25,Desktop,Email,7,34.55,0,1
S0028636,C04369,2023-12-29,Mobile,Paid Ads,10,35.96,1,1
S0028637,C01082,2024-09-29,Mobile,Social,11,16.53,0,0
S0028638,C00624,2024-03-09,Mobile,Paid Ads,12,11.72,1,0
S0028639,C02570,2024-12-05,Desktop,Organic,15,32.86,0,0
S0028640,C00230,2025-05-17,Desktop,Social,22,6.64,0,0
S0028641,C02960,2025-09-29,Mobile,Direct,15,1.79,0,0
S0028642,C00060,2023-11-22,Mobile,Email,24,8.36,1,1
S0028643,C02448,2025-11-25,Mobile,Direct,22,16.82,0,0
S0028644,C00062,2026-03-19,Mobile,Email,23,33.82,0,0
S0028645,C02163,2026-02-02,Mobile,Organic,23,27.6,0,0
S0028646,C04931,2023-11-06,Mobile,Organic,4,38.41,0,0
S0028647,C04677,2026-01-07,Mobile,Referral,3,37.6,0,0
S0028648,C01350,2025-11-17,Desktop,Direct,18,24.34,0,0
S0028649,C04262,2026-02-09,Mobile,Direct,1,30.68,1,0
S0028650,C01121,2025-09-06,Mobile,Email,16,26.42,1,1
S0028651,C00800,2024-12-30,Desktop,Paid Ads,10,26.44,1,1
S0028652,C01021,2024-01-06,Mobile,Referral,23,18.69,0,0
S0028653,C02453,2025-02-27,Tablet,Referral,11,30.06,1,0
S0028654,C00421,2024-05-20,Tablet,Organic,20,4.43,0,0
S0028655,C02643,2024-11-21,Desktop,Paid Ads,22,22.19,1,1
S0028656,C01840,2025-03-04,Mobile,Paid Ads,13,9.11,1,1
S0028657,C01885,2024-02-04,Mobile,Social,19,22.39,0,0
S0028658,C00834,2024-12-24,Desktop,Email,4,33.13,0,0
S0028659,C04137,2025-07-22,Mobile,Organic,23,2.9,1,1
S0028660,C00776,2026-02-18,Mobile,Referral,7,9.69,1,1
S0028661,C02334,2025-09-13,Tablet,Direct,24,10.69,1,1
S0028662,C01584,2025-10-21,Desktop,Organic,1,1.01,1,1
S0028663,C03967,2025-02-14,Desktop,Social,20,16.9,0,0
S0028664,C00764,2026-01-29,Mobile,Direct,2,28.6,0,0
S0028665,C01976,2026-03-24,Mobile,Referral,5,31.58,1,1
S0028666,C00409,2026-01-26,Desktop,Organic,13,1.78,1,1
S0028667,C04393,2023-03-15,Mobile,Referral,17,12.51,1,1
S0028668,C03397,2025-09-14,Desktop,Social,20,23.9,0,0
S0028669,C02433,2024-04-30,Desktop,Email,4,26.29,1,1
S0028670,C02478,2024-03-26,Mobile,Referral,6,21.02,0,0
S0028671,C04744,2025-09-19,Desktop,Organic,17,12.27,1,0
S0028672,C02888,2025-08-01,Desktop,Social,3,10.46,0,0
S0028673,C00382,2025-12-12,Desktop,Referral,7,28.07,0,0
S0028674,C03248,2025-10-16,Mobile,Paid Ads,13,6.17,0,0
S0028675,C04705,2023-04-11,Desktop,Organic,7,21.12,0,0
S0028676,C02475,2025-12-17,Mobile,Paid Ads,14,17.15,0,0
S0028677,C01741,2025-05-06,Desktop,Social,6,35.33,0,0
S0028678,C02273,2025-12-25,Mobile,Direct,11,7.46,0,0
S0028679,C00713,2025-01-26,Mobile,Email,19,32.83,0,0
S0028680,C00073,2026-01-12,Mobile,Referral,12,28.55,0,0
S0028681,C02174,2023-11-06,Desktop,Email,4,32.95,1,1
S0028682,C03214,2026-01-31,Mobile,Direct,18,21.04,0,0
S0028683,C02669,2025-08-04,Desktop,Referral,23,16.69,1,0
S0028684,C03774,2025-09-03,Mobile,Direct,11,35.62,0,0
S0028685,C00153,2025-11-13,Mobile,Paid Ads,17,36.49,0,0
S0028686,C00814,2024-04-18,Desktop,Email,10,16.42,0,0
S0028687,C03921,2025-05-28,Desktop,Direct,8,11.3,1,1
S0028688,C03590,2026-01-04,Tablet,Email,20,24.56,1,0
S0028689,C03484,2026-02-08,Tablet,Paid Ads,5,27.07,1,1
S0028690,C04369,2025-05-05,Mobile,Referral,20,24.69,0,0
S0028691,C03722,2025-02-02,Desktop,Paid Ads,18,19.03,0,0
S0028692,C01796,2025-09-14,Mobile,Organic,4,38.97,0,0
S0028693,C00490,2024-06-14,Mobile,Social,13,1.89,0,0
S0028694,C04257,2023-12-07,Desktop,Referral,13,35.14,0,0
S0028695,C00186,2025-05-16,Desktop,Social,11,33.33,0,0
S0028696,C03637,2024-11-30,Mobile,Referral,15,7.45,0,0
S0028697,C01406,2025-04-30,Desktop,Email,14,15.81,1,0
S0028698,C01191,2025-01-24,Mobile,Social,3,14.23,0,0
S0028699,C03485,2025-09-30,Mobile,Organic,3,5.81,1,1
S0028700,C04856,2025-12-28,Desktop,Email,3,16.86,0,0
S0028701,C04125,2025-12-29,Mobile,Social,3,3.5,1,1
S0028702,C01440,2025-09-13,Mobile,Email,1,2.14,0,0
S0028703,C02822,2024-12-23,Desktop,Referral,23,11.78,1,1
S0028704,C00792,2025-11-18,Mobile,Email,6,1.29,0,0
S0028705,C03809,2025-01-05,Tablet,Social,15,32.53,1,0
S0028706,C00117,2025-09-15,Mobile,Paid Ads,23,39.49,0,0
S0028707,C00127,2025-11-07,Mobile,Paid Ads,24,29.26,0,0
S0028708,C03279,2025-03-23,Desktop,Email,20,11.17,1,0
S0028709,C00406,2023-10-24,Mobile,Direct,5,13.27,1,1
S0028710,C00315,2026-03-07,Desktop,Social,18,31.52,1,1
S0028711,C01595,2025-09-07,Mobile,Paid Ads,4,12.82,1,1
S0028712,C01801,2025-11-14,Mobile,Direct,8,33.09,0,0
S0028713,C01267,2025-10-18,Desktop,Referral,14,22.41,1,1
S0028714,C00832,2025-02-24,Mobile,Referral,7,12.52,0,0
S0028715,C00124,2025-12-23,Mobile,Direct,16,9.82,0,0
S0028716,C01059,2024-12-28,Mobile,Organic,2,21.5,0,0
S0028717,C03581,2025-10-07,Mobile,Organic,23,8.7,0,0
S0028718,C01337,2023-07-28,Mobile,Email,15,14.15,1,1
S0028719,C01621,2024-08-22,Desktop,Email,3,26.87,1,0
S0028720,C00592,2023-12-03,Mobile,Referral,24,9.02,0,0
S0028721,C02304,2024-07-29,Mobile,Paid Ads,24,21.08,0,0
S0028722,C03425,2023-11-24,Desktop,Direct,23,10.62,0,0
S0028723,C00773,2023-08-16,Mobile,Email,17,3.43,0,0
S0028724,C00480,2026-03-25,Mobile,Email,1,6.49,0,0
S0028725,C03230,2026-01-29,Mobile,Referral,8,25.19,1,0
S0028726,C02043,2025-11-19,Desktop,Email,3,1.78,0,0
S0028727,C01015,2025-12-08,Mobile,Direct,4,36.32,1,1
S0028728,C02960,2025-01-26,Mobile,Direct,7,19.36,1,0
S0028729,C02241,2025-09-11,Mobile,Email,23,16.88,0,1
S0028730,C04167,2025-09-01,Mobile,Organic,6,28.84,0,0
S0028731,C00677,2024-11-08,Mobile,Organic,19,7.05,1,1
S0028732,C02379,2025-12-07,Tablet,Organic,22,36.61,0,0
S0028733,C03369,2024-07-16,Desktop,Social,2,9.12,1,1
S0028734,C01361,2024-10-17,Mobile,Email,8,16.69,0,0
S0028735,C01917,2025-11-04,Mobile,Organic,23,20.29,1,0
S0028736,C00990,2025-04-12,Mobile,Direct,23,18.95,1,0
S0028737,C01483,2024-09-26,Desktop,Email,10,34.98,0,0
S0028738,C03431,2025-05-28,Mobile,Organic,21,18.17,0,0
S0028739,C00852,2024-09-11,Mobile,Direct,15,38.64,0,0
S0028740,C02901,2025-05-12,Tablet,Social,2,3.38,0,0
S0028741,C04966,2025-08-24,Mobile,Direct,20,26.17,0,0
S0028742,C02623,2026-03-29,Mobile,Direct,14,7.81,0,1
S0028743,C00762,2024-08-04,Mobile,Social,22,29.54,0,0
S0028744,C02177,2025-04-24,Desktop,Paid Ads,23,39.4,0,0
S0028745,C01672,2025-08-18,Mobile,Paid Ads,22,2.33,0,0
S0028746,C03243,2025-11-27,Mobile,Social,23,5.52,0,0
S0028747,C03024,2025-10-19,Desktop,Social,20,6.6,1,0
S0028748,C02302,2025-05-03,Mobile,Direct,24,12.54,0,0
S0028749,C00952,2025-06-09,Mobile,Organic,24,29.78,1,1
S0028750,C04916,2025-10-16,Mobile,Direct,17,39.22,0,0
S0028751,C03363,2026-02-04,Desktop,Organic,18,36.38,0,0
S0028752,C02641,2025-04-16,Desktop,Social,23,6.06,0,0
S0028753,C02510,2025-10-13,Desktop,Email,18,4.22,1,0
S0028754,C01689,2025-05-27,Tablet,Paid Ads,23,4.24,1,0
S0028755,C00649,2025-04-13,Desktop,Organic,10,39.18,0,0
S0028756,C04946,2025-07-26,Mobile,Email,19,5.75,1,0
S0028757,C01752,2026-01-01,Mobile,Referral,12,2.19,1,0
S0028758,C03391,2026-02-15,Tablet,Paid Ads,19,9.52,0,0
S0028759,C00667,2025-02-21,Desktop,Direct,3,27.01,1,1
S0028760,C01910,2023-11-21,Mobile,Direct,8,17.96,1,1
S0028761,C01385,2025-09-13,Mobile,Social,16,29.38,0,0
S0028762,C00459,2026-03-22,Desktop,Referral,14,27.19,0,0
S0028763,C00611,2024-12-23,Desktop,Email,19,27.11,1,0
S0028764,C02561,2025-04-29,Tablet,Direct,13,28.34,0,1
S0028765,C03340,2025-04-11,Tablet,Direct,22,1.68,0,0
S0028766,C03646,2026-02-16,Desktop,Referral,3,37.3,0,0
S0028767,C02987,2025-09-20,Tablet,Referral,21,19.46,1,0
S0028768,C04654,2025-07-31,Mobile,Email,18,16.81,0,0
S0028769,C01531,2026-01-18,Mobile,Paid Ads,4,18.31,0,1
S0028770,C01500,2024-11-29,Desktop,Social,10,18.41,1,0
S0028771,C03727,2025-12-21,Desktop,Direct,23,35.43,1,0
S0028772,C02881,2025-01-30,Mobile,Paid Ads,23,26.77,0,0
S0028773,C02745,2025-11-26,Mobile,Social,2,38.17,0,0
S0028774,C02529,2024-03-09,Desktop,Paid Ads,18,7.67,1,1
S0028775,C02204,2026-02-24,Tablet,Referral,18,5.61,0,0
S0028776,C04260,2026-01-10,Mobile,Organic,8,29.44,0,0
S0028777,C04028,2025-12-09,Mobile,Organic,20,37.85,1,0
S0028778,C02549,2025-05-20,Mobile,Social,7,32.16,1,0
S0028779,C04247,2025-12-15,Mobile,Social,3,34.34,0,0
S0028780,C02968,2025-05-21,Mobile,Organic,6,28.63,0,0
S0028781,C02511,2025-09-08,Desktop,Direct,3,7.4,1,1
S0028782,C03715,2023-10-14,Mobile,Paid Ads,18,8.66,0,0
S0028783,C02454,2026-02-01,Mobile,Referral,10,22.62,1,1
S0028784,C02289,2025-07-07,Mobile,Social,12,25.53,0,0
S0028785,C01071,2025-07-07,Tablet,Paid Ads,22,37.3,0,0
S0028786,C02157,2025-12-23,Desktop,Paid Ads,18,13.2,1,1
S0028787,C00836,2024-11-07,Tablet,Direct,3,10.47,0,0
S0028788,C02600,2023-03-15,Mobile,Social,24,26.68,0,0
S0028789,C01118,2026-02-25,Mobile,Direct,21,37.95,1,1
S0028790,C02933,2026-01-26,Mobile,Social,12,1.11,0,0
S0028791,C02845,2025-01-29,Mobile,Organic,7,23.05,0,0
S0028792,C04441,2024-06-04,Mobile,Referral,24,7.96,0,0
S0028793,C01814,2025-10-04,Desktop,Organic,24,10.44,0,0
S0028794,C04714,2026-02-10,Tablet,Paid Ads,11,6.7,0,0
S0028795,C04579,2024-12-16,Desktop,Social,20,14.59,0,0
S0028796,C02716,2024-10-17,Desktop,Referral,18,27.27,0,1
S0028797,C04283,2024-02-11,Mobile,Direct,8,27.56,1,1
S0028798,C03759,2025-09-08,Mobile,Organic,7,30.23,1,0
S0028799,C01427,2025-10-17,Mobile,Email,12,21.73,0,0
S0028800,C01137,2024-07-05,Desktop,Social,1,1.58,0,0
S0028801,C03249,2026-01-19,Tablet,Social,18,26.31,0,1
S0028802,C02938,2026-03-11,Tablet,Referral,24,29.84,0,0
S0028803,C01987,2026-03-11,Tablet,Organic,18,20.62,0,0
S0028804,C04388,2025-01-24,Mobile,Referral,5,36.16,1,1
S0028805,C01942,2026-01-22,Mobile,Referral,12,18.45,0,0
S0028806,C04165,2025-04-19,Desktop,Social,2,11.73,0,0
S0028807,C00726,2025-12-02,Desktop,Organic,22,3.11,1,0
S0028808,C04069,2025-06-05,Mobile,Paid Ads,19,8.13,0,0
S0028809,C01769,2025-08-08,Desktop,Email,11,39.39,0,0
S0028810,C02663,2024-11-25,Mobile,Paid Ads,14,18.85,0,0
S0028811,C03594,2025-09-16,Desktop,Referral,12,24.68,1,1
S0028812,C03058,2026-02-26,Mobile,Direct,4,18.22,1,1
S0028813,C02546,2025-11-15,Mobile,Paid Ads,15,25.94,0,0
S0028814,C04575,2025-06-24,Mobile,Email,4,2.22,1,0
S0028815,C02442,2025-09-08,Desktop,Email,18,22.05,0,0
S0028816,C04164,2026-03-01,Desktop,Organic,1,23.3,0,0
S0028817,C02259,2026-01-29,Desktop,Referral,19,20.0,0,0
S0028818,C01171,2024-12-25,Mobile,Organic,2,31.54,1,1
S0028819,C00050,2025-11-20,Desktop,Organic,24,14.68,0,0
S0028820,C02936,2024-05-10,Mobile,Email,1,24.8,0,0
S0028821,C02200,2025-10-29,Desktop,Direct,23,26.72,1,1
S0028822,C00867,2024-05-19,Desktop,Email,5,31.62,1,1
S0028823,C04422,2025-05-28,Desktop,Direct,5,10.42,0,0
S0028824,C02149,2024-12-27,Mobile,Social,20,27.87,0,0
S0028825,C02369,2025-01-15,Desktop,Paid Ads,23,18.05,0,0
S0028826,C04216,2023-05-21,Mobile,Paid Ads,20,19.94,0,0
S0028827,C04783,2025-05-31,Mobile,Social,9,35.84,0,0
S0028828,C04512,2025-11-03,Mobile,Social,8,5.57,0,0
S0028829,C03125,2024-10-16,Desktop,Social,12,29.16,0,0
S0028830,C01394,2024-02-06,Mobile,Social,19,17.77,0,0
S0028831,C04288,2023-03-16,Mobile,Social,16,36.82,1,1
S0028832,C02441,2024-08-20,Tablet,Direct,6,15.94,0,1
S0028833,C03285,2025-09-21,Mobile,Email,6,23.33,0,0
S0028834,C04272,2025-11-16,Mobile,Paid Ads,15,10.36,1,1
S0028835,C02472,2023-11-26,Mobile,Referral,9,39.82,1,0
S0028836,C03240,2025-08-03,Tablet,Social,19,5.59,1,0
S0028837,C02648,2026-01-11,Mobile,Social,11,24.93,0,0
S0028838,C02449,2025-04-17,Desktop,Paid Ads,24,31.71,1,0
S0028839,C01221,2024-04-15,Mobile,Social,9,16.16,0,0
S0028840,C02035,2025-08-24,Mobile,Organic,15,25.36,0,0
S0028841,C04380,2025-12-02,Desktop,Social,24,38.41,0,0
S0028842,C03369,2025-07-19,Mobile,Social,7,34.26,1,1
S0028843,C01070,2025-11-24,Desktop,Social,22,22.08,1,1
S0028844,C03590,2025-12-03,Mobile,Direct,13,15.59,0,0
S0028845,C03015,2023-09-19,Mobile,Direct,14,3.17,1,0
S0028846,C01825,2023-10-16,Desktop,Referral,16,8.28,0,1
S0028847,C03083,2024-07-30,Mobile,Direct,15,25.58,1,1
S0028848,C01261,2025-11-22,Mobile,Organic,14,8.45,1,0
S0028849,C03028,2025-06-24,Desktop,Referral,11,18.56,0,0
S0028850,C04077,2026-03-15,Mobile,Organic,24,6.39,0,0
S0028851,C02895,2025-01-19,Mobile,Email,15,5.96,0,0
S0028852,C00514,2024-10-12,Mobile,Direct,8,4.71,0,0
S0028853,C03053,2025-08-08,Tablet,Social,7,7.05,1,0
S0028854,C04868,2025-05-04,Mobile,Paid Ads,8,29.99,0,0
S0028855,C02545,2025-06-28,Mobile,Paid Ads,18,32.06,0,0
S0028856,C02025,2023-12-16,Mobile,Direct,23,6.91,0,0
S0028857,C02949,2024-02-28,Mobile,Referral,1,6.64,1,1
S0028858,C02185,2025-11-16,Desktop,Organic,15,18.92,0,0
S0028859,C00916,2025-02-02,Mobile,Organic,6,20.29,0,0
S0028860,C02449,2025-07-26,Mobile,Organic,24,20.12,0,0
S0028861,C02644,2024-02-29,Mobile,Referral,4,39.89,1,0
S0028862,C00256,2025-03-08,Tablet,Referral,20,31.01,0,0
S0028863,C03247,2025-11-14,Mobile,Organic,16,10.18,1,1
S0028864,C00002,2026-03-24,Mobile,Email,5,13.1,0,0
S0028865,C04742,2026-01-07,Mobile,Organic,7,32.94,0,0
S0028866,C00592,2025-11-23,Desktop,Email,1,39.67,0,1
S0028867,C03881,2025-07-25,Mobile,Email,12,1.3,0,0
S0028868,C04887,2026-03-16,Mobile,Organic,17,20.35,0,0
S0028869,C02045,2026-03-05,Desktop,Social,22,22.62,0,0
S0028870,C01856,2026-02-15,Tablet,Paid Ads,10,17.15,0,0
S0028871,C01092,2025-12-19,Mobile,Paid Ads,20,3.91,0,0
S0028872,C04782,2025-07-01,Desktop,Email,18,3.56,0,0
S0028873,C00206,2025-03-07,Mobile,Organic,19,20.89,1,0
S0028874,C01376,2024-03-23,Mobile,Email,11,23.74,0,0
S0028875,C03203,2026-01-15,Desktop,Organic,10,11.63,0,0
S0028876,C03188,2025-02-27,Mobile,Referral,20,6.9,0,0
S0028877,C01401,2024-10-09,Desktop,Referral,16,6.97,0,0
S0028878,C02973,2025-01-20,Desktop,Organic,12,16.73,1,0
S0028879,C02008,2024-05-02,Mobile,Paid Ads,24,4.19,0,0
S0028880,C03209,2024-07-12,Mobile,Email,14,16.93,0,1
S0028881,C03863,2024-11-28,Mobile,Organic,22,24.54,0,0
S0028882,C03496,2026-01-17,Mobile,Direct,20,5.67,0,0
S0028883,C01944,2024-10-03,Mobile,Referral,19,21.91,0,0
S0028884,C04520,2024-07-02,Mobile,Social,2,16.9,1,1
S0028885,C03705,2026-01-18,Tablet,Email,24,33.5,0,0
S0028886,C03273,2025-02-15,Desktop,Direct,2,14.62,1,1
S0028887,C00059,2026-01-10,Tablet,Referral,11,13.11,0,0
S0028888,C00676,2026-03-03,Mobile,Social,12,19.64,1,1
S0028889,C01203,2025-12-18,Mobile,Paid Ads,5,16.64,0,0
S0028890,C02965,2024-02-26,Desktop,Email,24,24.39,1,0
S0028891,C01165,2024-07-09,Mobile,Social,22,8.19,0,0
S0028892,C04531,2025-07-30,Mobile,Direct,11,1.97,0,0
S0028893,C01290,2023-04-09,Desktop,Referral,15,10.19,0,0
S0028894,C02680,2024-08-20,Mobile,Social,20,3.01,1,1
S0028895,C03162,2025-09-23,Mobile,Organic,23,16.76,0,0
S0028896,C00619,2023-11-21,Tablet,Referral,11,19.82,1,0
S0028897,C02818,2026-02-20,Mobile,Organic,20,22.75,0,0
S0028898,C04016,2025-12-05,Desktop,Direct,5,23.6,1,0
S0028899,C03079,2026-03-23,Mobile,Email,24,7.31,0,0
S0028900,C04998,2024-11-06,Mobile,Paid Ads,13,32.85,0,0
S0028901,C00093,2025-09-16,Mobile,Social,9,1.83,1,1
S0028902,C01513,2026-03-23,Desktop,Direct,6,23.65,0,0
S0028903,C04957,2024-06-17,Mobile,Organic,20,3.47,0,0
S0028904,C02535,2024-02-15,Desktop,Direct,9,23.03,1,0
S0028905,C00984,2023-01-12,Mobile,Paid Ads,7,24.92,0,0
S0028906,C01139,2026-01-15,Desktop,Social,13,31.86,0,0
S0028907,C01348,2026-01-21,Mobile,Direct,9,19.86,1,1
S0028908,C04776,2025-06-04,Mobile,Email,20,31.56,1,1
S0028909,C00618,2025-10-20,Desktop,Social,1,4.8,0,0
S0028910,C04536,2026-02-03,Mobile,Direct,19,31.51,0,0
S0028911,C02844,2025-05-23,Desktop,Organic,3,33.54,0,0
S0028912,C02476,2026-01-27,Mobile,Social,3,8.25,0,0
S0028913,C00738,2024-06-23,Mobile,Referral,22,33.03,0,0
S0028914,C00672,2025-11-05,Mobile,Paid Ads,15,36.2,1,0
S0028915,C02936,2024-09-02,Tablet,Referral,10,25.83,0,0
S0028916,C03747,2025-10-10,Desktop,Direct,18,25.08,0,0
S0028917,C04900,2025-11-05,Mobile,Direct,20,36.18,0,0
S0028918,C04828,2025-02-15,Tablet,Email,2,32.37,1,0
S0028919,C04126,2026-01-01,Mobile,Direct,10,3.21,0,0
S0028920,C02739,2025-05-15,Mobile,Direct,16,31.44,0,0
S0028921,C04240,2024-12-06,Tablet,Paid Ads,22,16.39,0,0
S0028922,C02121,2023-11-04,Desktop,Social,10,3.39,0,0
S0028923,C02402,2026-03-18,Mobile,Social,13,14.7,1,1
S0028924,C03574,2025-01-19,Desktop,Paid Ads,1,29.13,1,1
S0028925,C02248,2025-10-25,Mobile,Referral,4,8.79,0,0
S0028926,C00170,2025-04-04,Mobile,Social,20,28.59,1,0
S0028927,C00252,2025-12-07,Mobile,Organic,11,3.06,0,0
S0028928,C01459,2025-06-13,Mobile,Email,21,24.86,1,1
S0028929,C03392,2026-03-16,Desktop,Social,14,6.01,0,0
S0028930,C03913,2025-04-27,Mobile,Paid Ads,6,18.83,0,0
S0028931,C04407,2025-07-04,Tablet,Email,17,31.44,1,1
S0028932,C01421,2026-03-24,Mobile,Paid Ads,1,3.46,1,0
S0028933,C01922,2025-09-24,Mobile,Paid Ads,3,33.75,1,1
S0028934,C01976,2025-05-04,Mobile,Organic,8,14.91,0,0
S0028935,C02935,2024-12-23,Mobile,Organic,15,10.53,0,0
S0028936,C00228,2025-11-03,Mobile,Organic,8,37.82,0,0
S0028937,C04656,2024-02-23,Desktop,Social,6,23.74,1,1
S0028938,C04995,2025-11-12,Mobile,Referral,4,24.81,1,1
S0028939,C02781,2025-03-01,Mobile,Referral,11,28.05,0,0
S0028940,C02361,2025-09-15,Tablet,Paid Ads,21,11.89,0,0
S0028941,C03576,2026-01-05,Desktop,Social,24,36.61,0,0
S0028942,C00246,2025-12-08,Desktop,Paid Ads,24,2.34,1,1
S0028943,C02345,2023-12-15,Mobile,Social,11,27.34,0,0
S0028944,C03115,2025-11-01,Mobile,Direct,23,35.43,0,0
S0028945,C01501,2025-04-30,Mobile,Social,19,18.0,0,0
S0028946,C02153,2025-01-24,Mobile,Social,22,21.25,1,1
S0028947,C01859,2026-02-26,Mobile,Paid Ads,23,14.53,1,0
S0028948,C01294,2025-11-10,Desktop,Organic,3,12.15,1,0
S0028949,C01759,2025-10-03,Mobile,Email,4,21.48,0,1
S0028950,C04681,2025-09-15,Desktop,Direct,11,6.1,1,0
S0028951,C03860,2025-05-10,Desktop,Referral,23,33.1,1,1
S0028952,C02232,2025-02-28,Desktop,Organic,17,10.54,1,1
S0028953,C03356,2025-03-01,Desktop,Organic,4,21.32,0,0
S0028954,C00348,2026-03-20,Desktop,Social,8,5.1,1,1
S0028955,C02266,2023-12-16,Mobile,Paid Ads,21,10.41,0,1
S0028956,C04091,2024-10-03,Desktop,Referral,9,2.35,0,0
S0028957,C03682,2025-09-24,Mobile,Referral,6,8.6,0,0
S0028958,C04061,2025-09-11,Mobile,Direct,22,33.74,0,0
S0028959,C03888,2024-12-10,Mobile,Paid Ads,8,15.06,0,0
S0028960,C01377,2025-04-28,Tablet,Social,3,8.45,0,0
S0028961,C04501,2025-09-05,Mobile,Organic,17,6.97,0,0
S0028962,C03342,2025-12-12,Mobile,Referral,17,27.77,1,1
S0028963,C01041,2024-03-07,Desktop,Referral,9,14.02,1,0
S0028964,C01168,2025-12-28,Desktop,Referral,13,18.79,1,1
S0028965,C00674,2025-11-09,Desktop,Referral,11,2.1,1,0
S0028966,C03161,2025-10-05,Tablet,Organic,24,9.82,0,0
S0028967,C02235,2024-02-04,Mobile,Direct,1,29.36,0,0
S0028968,C04258,2025-05-21,Mobile,Social,17,25.99,1,0
S0028969,C00647,2024-07-03,Mobile,Paid Ads,5,30.73,0,0
S0028970,C02374,2025-09-10,Mobile,Email,5,21.55,0,0
S0028971,C04207,2025-10-24,Desktop,Organic,19,28.37,0,0
S0028972,C01130,2026-01-05,Desktop,Social,11,33.18,0,0
S0028973,C02454,2026-03-29,Mobile,Organic,22,12.16,1,1
S0028974,C04799,2025-05-18,Mobile,Direct,10,28.23,0,0
S0028975,C03678,2023-11-25,Desktop,Social,15,20.39,1,1
S0028976,C02340,2023-08-28,Desktop,Referral,6,37.72,0,0
S0028977,C00078,2024-12-25,Mobile,Referral,8,3.2,0,0
S0028978,C01489,2025-03-02,Mobile,Referral,22,22.67,0,0
S0028979,C02432,2025-10-24,Desktop,Paid Ads,9,14.31,0,0
S0028980,C03008,2026-02-24,Mobile,Email,18,4.0,0,0
S0028981,C00592,2025-05-14,Tablet,Referral,13,26.62,1,1
S0028982,C04718,2025-10-06,Mobile,Direct,21,4.59,1,1
S0028983,C00273,2025-12-10,Mobile,Organic,23,24.77,1,1
S0028984,C03739,2025-03-09,Desktop,Referral,9,11.02,0,0
S0028985,C00576,2024-08-11,Mobile,Paid Ads,24,14.85,0,0
S0028986,C00918,2025-12-06,Mobile,Organic,16,25.34,0,0
S0028987,C01494,2025-03-05,Desktop,Referral,23,18.0,1,1
S0028988,C02236,2025-12-15,Tablet,Organic,9,29.37,1,1
S0028989,C02055,2025-10-03,Mobile,Direct,20,3.44,1,1
S0028990,C04682,2024-04-02,Mobile,Organic,7,27.03,1,1
S0028991,C02227,2025-01-09,Mobile,Paid Ads,18,25.82,0,0
S0028992,C01073,2024-04-23,Desktop,Social,17,14.28,1,1
S0028993,C00326,2026-02-22,Desktop,Social,17,15.89,0,0
S0028994,C02891,2024-10-02,Mobile,Social,22,22.97,0,0
S0028995,C02962,2023-10-03,Mobile,Organic,1,36.93,1,0
S0028996,C03747,2026-03-12,Tablet,Referral,16,29.4,0,0
S0028997,C04348,2024-12-05,Mobile,Direct,13,34.35,0,0
S0028998,C01861,2025-04-14,Desktop,Social,8,11.49,0,0
