order_id,customer_id,order_date,status,payment_method,delivery_type
O010567,C01784,2024-11-12,completed,Online Wallet,Pickup Point
O010568,C03341,2025-02-17,completed,Card,Pickup Point
O010569,C03800,2025-06-27,completed,Cash,Courier
O010570,C04056,2026-02-21,returned,Card,Courier
O010571,C04200,2024-11-25,returned,Cash,Courier
O010572,C00837,2025-08-18,cancelled,Installment,Post
O010573,C03666,2026-01-05,completed,Cash,Courier
O010574,C01678,2024-09-11,completed,Installment,Pickup Point
O010575,C04298,2024-03-13,completed,Installment,Pickup Point
O010576,C03802,2024-12-04,completed,Installment,Courier
O010577,C00594,2025-12-10,returned,Installment,Courier
O010578,C00627,2024-10-24,completed,Installment,Post
O010579,C03004,2025-11-08,completed,Installment,Pickup Point
O010580,C04737,2025-06-20,completed,Online Wallet,Courier
O010581,C04672,2025-09-10,completed,Cash,Courier
O010582,C01997,2026-02-16,completed,Cash,Post
O010583,C02425,2024-01-17,completed,Cash,Pickup Point
O010584,C03455,2025-01-31,completed,Card,Post
O010585,C03873,2025-10-30,returned,Installment,Post
O010586,C01342,2025-11-20,completed,Online Wallet,Post
O010587,C01603,2025-08-07,completed,Online Wallet,Pickup Point
O010588,C01326,2025-12-24,completed,Installment,Pickup Point
O010589,C04248,2026-01-17,completed,Online Wallet,Pickup Point
O010590,C03728,2025-02-26,completed,Online Wallet,Pickup Point
O010591,C02461,2025-02-23,completed,Installment,Post
O010592,C04720,2025-09-22,completed,Installment,Courier
O010593,C00738,2024-05-06,completed,Card,Pickup Point
O010594,C00690,2024-10-31,completed,Online Wallet,Pickup Point
O010595,C00151,2026-03-27,cancelled,Online Wallet,Post
O010596,C03978,2024-10-18,cancelled,Online Wallet,Pickup Point
O010597,C04020,2026-02-22,completed,Card,Pickup Point
O010598,C02235,2023-07-12,completed,Card,Courier
O010599,C02061,2025-05-03,completed,Installment,Pickup Point
O010600,C03336,2025-09-17,completed,Card,Pickup Point
O010601,C01701,2023-11-15,completed,Cash,Pickup Point
O010602,C04429,2026-01-23,completed,Online Wallet,Post
O010603,C04177,2025-02-14,completed,Card,Pickup Point
O010604,C04530,2025-03-14,completed,Online Wallet,Post
O010605,C00590,2025-08-11,completed,Online Wallet,Pickup Point
O010606,C03013,2026-02-23,completed,Cash,Post
O010607,C04311,2025-02-07,completed,Installment,Post
O010608,C00594,2026-03-14,completed,Card,Pickup Point
O010609,C00313,2024-09-04,cancelled,Installment,Post
O010610,C03866,2023-09-17,completed,Installment,Courier
O010611,C01792,2025-08-03,completed,Card,Pickup Point
O010612,C01610,2024-12-01,cancelled,Card,Pickup Point
O010613,C02292,2023-09-06,cancelled,Cash,Post
O010614,C00032,2025-07-15,completed,Installment,Pickup Point
O010615,C00104,2023-03-22,completed,Card,Pickup Point
O010616,C02759,2025-01-03,completed,Cash,Pickup Point
O010617,C04764,2024-12-31,completed,Online Wallet,Courier
O010618,C00379,2024-02-13,returned,Online Wallet,Courier
O010619,C03416,2025-03-06,completed,Online Wallet,Courier
O010620,C03642,2026-02-01,completed,Online Wallet,Pickup Point
O010621,C01374,2025-09-29,returned,Cash,Courier
O010622,C03978,2025-03-09,completed,Installment,Pickup Point
O010623,C03651,2026-01-18,completed,Installment,Pickup Point
O010624,C00549,2025-04-22,completed,Online Wallet,Pickup Point
O010625,C00364,2024-06-05,completed,Cash,Pickup Point
O010626,C02313,2025-07-12,completed,Cash,Post
O010627,C02113,2026-01-20,completed,Card,Post
O010628,C03516,2025-10-09,completed,Installment,Courier
O010629,C02821,2025-09-09,completed,Installment,Pickup Point
O010630,C04009,2025-08-04,completed,Online Wallet,Courier
O010631,C02379,2026-03-12,completed,Installment,Pickup Point
O010632,C03118,2023-12-12,completed,Card,Courier
O010633,C02067,2025-02-23,completed,Installment,Courier
O010634,C00583,2026-01-10,completed,Installment,Courier
O010635,C04592,2023-06-11,cancelled,Cash,Courier
O010636,C04545,2025-12-14,completed,Card,Courier
O010637,C03668,2026-03-12,completed,Installment,Post
O010638,C01019,2025-03-10,completed,Online Wallet,Post
O010639,C00815,2025-12-23,returned,Installment,Courier
O010640,C01080,2026-03-01,completed,Online Wallet,Pickup Point
O010641,C04756,2026-03-29,completed,Card,Courier
O010642,C02257,2026-01-04,completed,Installment,Post
O010643,C00795,2025-10-14,completed,Installment,Post
O010644,C01024,2024-11-25,completed,Card,Courier
O010645,C01899,2025-12-27,cancelled,Online Wallet,Pickup Point
O010646,C03839,2024-10-26,completed,Online Wallet,Courier
O010647,C03820,2025-08-10,completed,Installment,Pickup Point
O010648,C00679,2024-07-11,completed,Online Wallet,Pickup Point
O010649,C04845,2023-03-15,completed,Online Wallet,Post
O010650,C03554,2024-11-05,completed,Installment,Courier
O010651,C00309,2025-02-13,cancelled,Online Wallet,Courier
O010652,C03491,2025-10-24,completed,Installment,Courier
O010653,C03859,2025-01-22,completed,Installment,Pickup Point
O010654,C00794,2025-11-03,completed,Cash,Courier
O010655,C04343,2024-11-17,completed,Card,Post
O010656,C03179,2025-04-23,completed,Cash,Courier
O010657,C00048,2025-12-25,completed,Cash,Post
O010658,C00481,2026-01-14,completed,Cash,Post
O010659,C02820,2026-03-16,completed,Cash,Courier
O010660,C01984,2026-02-19,completed,Card,Courier
O010661,C00578,2024-06-03,completed,Cash,Courier
O010662,C03199,2025-11-11,completed,Installment,Courier
O010663,C04532,2026-02-14,completed,Online Wallet,Post
O010664,C02974,2024-02-18,completed,Card,Courier
O010665,C01520,2026-03-03,returned,Card,Courier
O010666,C01094,2026-02-27,completed,Online Wallet,Pickup Point
O010667,C03202,2025-10-31,completed,Online Wallet,Pickup Point
O010668,C00809,2026-01-07,completed,Cash,Courier
O010669,C00206,2024-08-05,completed,Cash,Pickup Point
O010670,C02511,2025-12-24,completed,Online Wallet,Courier
O010671,C03259,2026-01-22,completed,Installment,Courier
O010672,C00304,2026-02-06,completed,Online Wallet,Courier
O010673,C04587,2026-01-31,completed,Online Wallet,Courier
O010674,C01914,2025-03-12,completed,Card,Courier
O010675,C00851,2024-10-17,completed,Online Wallet,Courier
O010676,C01663,2023-07-24,completed,Online Wallet,Post
O010677,C01175,2024-09-18,completed,Card,Pickup Point
O010678,C02596,2025-06-09,cancelled,Installment,Post
O010679,C02159,2025-10-05,completed,Installment,Courier
O010680,C02349,2024-11-19,completed,Cash,Post
O010681,C00582,2026-01-19,completed,Cash,Pickup Point
O010682,C00641,2025-04-17,cancelled,Cash,Pickup Point
O010683,C03818,2025-01-21,completed,Installment,Post
O010684,C04500,2025-01-21,completed,Online Wallet,Courier
O010685,C04902,2026-03-31,completed,Installment,Courier
O010686,C00991,2025-11-19,completed,Cash,Courier
O010687,C00532,2026-01-28,completed,Installment,Courier
O010688,C04487,2024-05-19,completed,Installment,Courier
O010689,C03627,2025-09-21,completed,Online Wallet,Pickup Point
O010690,C01952,2025-06-14,completed,Cash,Courier
O010691,C04762,2024-05-17,completed,Installment,Pickup Point
O010692,C04843,2025-10-05,completed,Card,Pickup Point
O010693,C04645,2025-07-20,completed,Installment,Pickup Point
O010694,C02564,2025-05-03,completed,Card,Pickup Point
O010695,C02194,2024-10-14,completed,Card,Courier
O010696,C03407,2024-04-12,cancelled,Card,Courier
O010697,C03986,2024-12-04,completed,Cash,Pickup Point
O010698,C02479,2026-01-05,completed,Cash,Post
O010699,C04905,2025-08-31,completed,Card,Post
O010700,C02507,2025-12-15,returned,Online Wallet,Pickup Point
O010701,C03026,2025-08-13,completed,Cash,Courier
O010702,C02572,2024-08-18,completed,Online Wallet,Courier
O010703,C02351,2025-10-04,returned,Online Wallet,Courier
O010704,C02937,2026-02-02,completed,Online Wallet,Post
O010705,C01935,2025-01-26,completed,Cash,Post
O010706,C00463,2025-11-21,completed,Card,Courier
O010707,C04135,2025-05-21,completed,Online Wallet,Post
O010708,C00941,2025-10-02,completed,Cash,Post
O010709,C04693,2025-04-21,completed,Online Wallet,Pickup Point
O010710,C02612,2025-07-13,completed,Cash,Post
O010711,C01654,2025-12-26,completed,Card,Pickup Point
O010712,C04383,2025-03-05,completed,Cash,Courier
O010713,C04648,2025-05-24,completed,Cash,Pickup Point
O010714,C01940,2025-08-22,cancelled,Installment,Post
O010715,C03586,2026-03-01,completed,Installment,Courier
O010716,C03147,2026-02-14,completed,Online Wallet,Pickup Point
O010717,C01368,2025-11-02,completed,Installment,Pickup Point
O010718,C03921,2025-12-20,completed,Online Wallet,Pickup Point
O010719,C00107,2025-04-10,cancelled,Card,Pickup Point
O010720,C01218,2025-09-10,completed,Installment,Pickup Point
O010721,C02318,2025-12-12,cancelled,Card,Pickup Point
O010722,C02401,2024-12-01,completed,Card,Post
O010723,C01244,2025-06-01,completed,Online Wallet,Courier
O010724,C02550,2025-02-23,cancelled,Cash,Courier
O010725,C03920,2025-08-06,completed,Card,Pickup Point
O010726,C03800,2025-08-24,completed,Installment,Pickup Point
O010727,C02057,2026-02-14,completed,Installment,Post
O010728,C01826,2025-11-06,returned,Online Wallet,Post
O010729,C00186,2024-03-08,completed,Installment,Pickup Point
O010730,C00776,2025-12-06,returned,Cash,Pickup Point
O010731,C01608,2025-05-25,completed,Cash,Courier
O010732,C00031,2025-09-11,returned,Cash,Post
O010733,C01461,2025-06-30,completed,Cash,Post
O010734,C03654,2025-01-26,completed,Online Wallet,Post
O010735,C04746,2025-09-16,completed,Card,Pickup Point
O010736,C01055,2025-12-05,completed,Card,Pickup Point
O010737,C02833,2026-01-11,completed,Installment,Pickup Point
O010738,C04319,2025-12-09,completed,Cash,Pickup Point
O010739,C02376,2025-10-09,completed,Online Wallet,Courier
O010740,C02682,2024-11-08,completed,Card,Post
O010741,C03338,2025-01-25,completed,Online Wallet,Pickup Point
O010742,C02406,2024-09-02,completed,Online Wallet,Courier
O010743,C00203,2025-12-09,completed,Card,Courier
O010744,C03959,2025-04-15,completed,Online Wallet,Pickup Point
O010745,C00211,2025-05-16,completed,Online Wallet,Courier
O010746,C00561,2025-10-15,completed,Online Wallet,Courier
O010747,C02072,2026-01-24,completed,Card,Post
O010748,C02163,2025-08-11,completed,Cash,Post
O010749,C03174,2024-11-10,completed,Cash,Pickup Point
O010750,C00811,2026-01-04,completed,Cash,Post
O010751,C01851,2026-03-04,completed,Installment,Pickup Point
O010752,C04077,2024-07-31,cancelled,Card,Post
O010753,C03498,2026-01-23,cancelled,Cash,Courier
O010754,C01473,2025-12-09,completed,Cash,Post
O010755,C01889,2025-10-12,completed,Installment,Pickup Point
O010756,C02410,2025-10-29,completed,Card,Post
O010757,C04553,2025-04-11,completed,Card,Courier
O010758,C00418,2025-01-22,cancelled,Installment,Post
O010759,C00123,2025-09-26,completed,Online Wallet,Post
O010760,C00061,2026-03-24,completed,Cash,Pickup Point
O010761,C00970,2025-05-29,completed,Online Wallet,Pickup Point
O010762,C01020,2026-02-19,returned,Cash,Courier
O010763,C03763,2025-01-07,completed,Card,Pickup Point
O010764,C04146,2026-01-20,cancelled,Installment,Pickup Point
O010765,C03249,2026-02-01,returned,Card,Pickup Point
O010766,C02238,2025-12-01,completed,Online Wallet,Courier
O010767,C00297,2025-10-24,completed,Online Wallet,Post
O010768,C03249,2025-10-21,completed,Installment,Post
O010769,C04540,2025-05-25,completed,Installment,Post
O010770,C03006,2025-07-07,completed,Card,Courier
O010771,C01762,2024-10-20,completed,Installment,Post
O010772,C04199,2025-07-18,completed,Cash,Pickup Point
O010773,C01952,2025-11-23,completed,Cash,Pickup Point
O010774,C00686,2025-01-14,completed,Cash,Pickup Point
O010775,C00505,2025-10-09,completed,Card,Post
O010776,C04744,2026-03-24,completed,Installment,Pickup Point
O010777,C00811,2025-08-18,completed,Installment,Courier
O010778,C02056,2025-10-14,completed,Cash,Pickup Point
O010779,C02187,2025-04-22,completed,Card,Courier
O010780,C00195,2025-05-22,completed,Cash,Pickup Point
O010781,C04916,2026-01-10,completed,Cash,Courier
O010782,C02626,2024-03-25,completed,Cash,Post
O010783,C00871,2025-05-11,returned,Cash,Courier
O010784,C02416,2024-08-31,returned,Installment,Post
O010785,C01417,2025-12-26,completed,Cash,Courier
O010786,C00668,2025-05-22,cancelled,Cash,Pickup Point
O010787,C04906,2025-07-01,completed,Installment,Pickup Point
O010788,C02165,2026-02-13,cancelled,Cash,Pickup Point
O010789,C02710,2025-10-01,completed,Cash,Courier
O010790,C00163,2025-05-10,completed,Installment,Post
O010791,C01564,2024-07-04,completed,Online Wallet,Post
O010792,C04911,2025-09-13,returned,Card,Courier
O010793,C03109,2026-02-18,cancelled,Online Wallet,Courier
O010794,C03068,2026-01-19,completed,Online Wallet,Courier
O010795,C03250,2024-11-23,completed,Installment,Pickup Point
O010796,C03486,2024-11-07,completed,Installment,Pickup Point
O010797,C03279,2025-10-20,cancelled,Online Wallet,Courier
O010798,C01659,2026-01-09,completed,Card,Courier
O010799,C02432,2025-10-28,completed,Card,Post
O010800,C00363,2025-09-17,completed,Online Wallet,Courier
O010801,C02516,2025-09-20,completed,Installment,Courier
O010802,C01648,2023-09-17,completed,Cash,Post
O010803,C00719,2024-12-08,completed,Installment,Courier
O010804,C03207,2024-10-09,completed,Installment,Courier
O010805,C00680,2026-03-25,completed,Cash,Pickup Point
O010806,C02887,2025-10-10,completed,Cash,Post
O010807,C01689,2025-11-02,completed,Card,Courier
O010808,C01392,2025-08-18,completed,Cash,Courier
O010809,C00357,2026-01-06,completed,Cash,Pickup Point
O010810,C04221,2023-12-22,completed,Online Wallet,Post
O010811,C01199,2025-12-24,completed,Cash,Pickup Point
O010812,C02786,2024-11-06,completed,Card,Courier
O010813,C01647,2025-06-21,completed,Installment,Pickup Point
O010814,C04532,2026-02-26,completed,Cash,Courier
O010815,C04952,2025-11-14,cancelled,Installment,Courier
O010816,C01494,2025-03-23,completed,Online Wallet,Courier
O010817,C01506,2025-09-03,completed,Cash,Post
O010818,C02866,2025-07-01,completed,Installment,Pickup Point
O010819,C04221,2024-08-30,cancelled,Online Wallet,Post
O010820,C01772,2024-02-02,cancelled,Installment,Post
O010821,C04003,2024-01-18,completed,Online Wallet,Post
O010822,C01323,2024-06-18,completed,Card,Post
O010823,C04658,2025-11-24,completed,Cash,Post
O010824,C04372,2025-08-31,completed,Installment,Post
O010825,C04626,2025-09-17,completed,Installment,Post
O010826,C01428,2023-06-22,completed,Card,Pickup Point
O010827,C02811,2025-01-21,returned,Card,Pickup Point
O010828,C02058,2026-03-31,completed,Installment,Courier
O010829,C03963,2025-11-01,completed,Cash,Post
O010830,C04526,2025-06-18,completed,Online Wallet,Courier
O010831,C01750,2025-05-10,completed,Cash,Post
O010832,C03479,2025-07-31,completed,Cash,Pickup Point
O010833,C02797,2024-09-19,completed,Online Wallet,Post
O010834,C00445,2025-02-11,completed,Installment,Post
O010835,C03537,2025-12-10,returned,Online Wallet,Pickup Point
O010836,C03874,2024-07-23,completed,Cash,Post
O010837,C03245,2026-03-11,cancelled,Installment,Pickup Point
O010838,C02929,2025-06-30,completed,Card,Pickup Point
O010839,C00136,2025-07-29,completed,Card,Post
O010840,C01878,2025-04-12,completed,Online Wallet,Pickup Point
O010841,C02395,2025-07-15,completed,Card,Post
O010842,C01529,2025-10-30,cancelled,Cash,Post
O010843,C00117,2025-11-30,completed,Online Wallet,Post
O010844,C01515,2025-02-10,completed,Card,Pickup Point
O010845,C02399,2026-01-15,completed,Card,Pickup Point
O010846,C03115,2025-12-17,completed,Cash,Post
O010847,C03701,2024-06-23,cancelled,Installment,Post
O010848,C01433,2025-09-13,returned,Card,Post
O010849,C02809,2025-11-25,completed,Online Wallet,Pickup Point
O010850,C00828,2024-08-09,returned,Cash,Pickup Point
O010851,C00774,2025-08-02,completed,Cash,Pickup Point
O010852,C02384,2025-04-04,completed,Online Wallet,Pickup Point
O010853,C03713,2024-06-07,returned,Online Wallet,Post
O010854,C04007,2025-11-15,completed,Online Wallet,Courier
O010855,C03162,2025-12-14,cancelled,Online Wallet,Pickup Point
O010856,C04886,2026-02-17,completed,Card,Courier
O010857,C00707,2026-03-24,completed,Cash,Pickup Point
O010858,C02865,2025-05-12,completed,Online Wallet,Pickup Point
O010859,C04193,2023-10-29,completed,Online Wallet,Courier
O010860,C02880,2026-03-02,completed,Online Wallet,Pickup Point
O010861,C00908,2026-01-20,returned,Installment,Courier
O010862,C01733,2026-01-11,completed,Card,Post
O010863,C04426,2023-12-20,returned,Installment,Post
O010864,C02837,2023-11-04,completed,Card,Courier
O010865,C04344,2026-01-07,completed,Cash,Post
O010866,C04335,2024-01-06,returned,Cash,Courier
O010867,C04861,2023-04-18,completed,Online Wallet,Post
O010868,C04148,2026-03-08,completed,Installment,Post
O010869,C03033,2025-07-09,completed,Cash,Courier
O010870,C04817,2025-03-17,completed,Card,Courier
O010871,C04914,2024-04-30,completed,Installment,Pickup Point
O010872,C03766,2025-08-06,returned,Cash,Courier
O010873,C04399,2025-12-09,completed,Cash,Courier
O010874,C02525,2026-02-19,completed,Cash,Pickup Point
O010875,C03604,2025-02-05,completed,Online Wallet,Pickup Point
O010876,C00918,2025-05-09,completed,Card,Post
O010877,C02885,2026-03-18,completed,Online Wallet,Pickup Point
O010878,C00614,2026-02-07,completed,Card,Pickup Point
O010879,C03667,2025-06-06,completed,Cash,Post
O010880,C01187,2026-01-16,completed,Online Wallet,Courier
O010881,C00033,2026-02-26,completed,Cash,Courier
O010882,C01896,2024-06-06,completed,Online Wallet,Courier
O010883,C04777,2025-04-21,completed,Cash,Courier
O010884,C00948,2026-03-15,completed,Installment,Pickup Point
O010885,C04009,2024-07-24,cancelled,Cash,Pickup Point
O010886,C04877,2026-03-20,cancelled,Installment,Post
O010887,C02581,2024-08-27,completed,Card,Post
O010888,C00601,2025-04-07,completed,Installment,Courier
O010889,C03772,2025-07-11,returned,Online Wallet,Post
O010890,C02522,2026-02-16,returned,Installment,Post
O010891,C04964,2024-11-21,completed,Installment,Pickup Point
O010892,C04172,2025-08-06,completed,Installment,Courier
O010893,C02898,2024-11-12,completed,Card,Courier
O010894,C03117,2026-03-03,returned,Cash,Courier
O010895,C01904,2024-10-16,returned,Cash,Pickup Point
O010896,C00877,2025-04-16,completed,Installment,Post
O010897,C03423,2025-12-06,completed,Installment,Post
O010898,C03623,2026-01-15,completed,Cash,Post
O010899,C03624,2025-03-15,cancelled,Cash,Post
O010900,C00056,2025-02-26,completed,Online Wallet,Courier
O010901,C03021,2025-08-07,completed,Cash,Pickup Point
O010902,C02750,2025-04-16,cancelled,Cash,Courier
O010903,C00641,2026-03-10,returned,Online Wallet,Courier
O010904,C00143,2023-11-08,completed,Card,Pickup Point
O010905,C00553,2026-02-03,completed,Card,Post
O010906,C00371,2025-02-27,cancelled,Cash,Courier
O010907,C02982,2025-07-04,completed,Cash,Post
O010908,C00338,2025-05-22,completed,Online Wallet,Post
O010909,C00766,2026-02-13,completed,Installment,Courier
O010910,C02174,2023-06-17,completed,Card,Post
O010911,C02152,2026-01-01,completed,Cash,Pickup Point
O010912,C02387,2024-03-19,completed,Online Wallet,Pickup Point
O010913,C01702,2024-12-28,completed,Cash,Pickup Point
O010914,C01133,2025-09-06,completed,Cash,Pickup Point
O010915,C02827,2025-10-24,completed,Installment,Courier
O010916,C03699,2024-02-16,returned,Card,Pickup Point
O010917,C02487,2025-04-22,completed,Card,Post
O010918,C01586,2025-04-07,completed,Online Wallet,Post
O010919,C03849,2026-03-05,completed,Installment,Pickup Point
O010920,C00804,2025-07-31,completed,Card,Post
O010921,C03669,2026-03-18,completed,Cash,Post
O010922,C01376,2024-07-14,completed,Cash,Courier
O010923,C02641,2024-08-23,completed,Cash,Courier
O010924,C00064,2026-01-15,completed,Online Wallet,Pickup Point
O010925,C03516,2026-03-28,completed,Card,Courier
O010926,C03676,2025-06-10,completed,Installment,Post
O010927,C03070,2024-11-09,completed,Online Wallet,Courier
O010928,C01305,2025-02-09,completed,Installment,Pickup Point
O010929,C01511,2025-12-07,completed,Online Wallet,Post
O010930,C00133,2026-01-30,returned,Cash,Courier
O010931,C03630,2024-10-15,completed,Card,Courier
O010932,C03968,2025-07-31,completed,Online Wallet,Post
O010933,C02825,2024-04-03,returned,Cash,Post
O010934,C02780,2024-12-29,returned,Installment,Post
O010935,C01486,2025-09-13,returned,Cash,Pickup Point
O010936,C01453,2024-02-25,completed,Cash,Pickup Point
O010937,C04851,2024-12-15,returned,Card,Pickup Point
O010938,C00061,2024-06-03,completed,Cash,Post
O010939,C02264,2026-03-26,completed,Card,Courier
O010940,C00174,2025-10-18,completed,Online Wallet,Pickup Point
O010941,C04131,2025-12-15,returned,Installment,Pickup Point
O010942,C02841,2025-08-27,completed,Cash,Courier
O010943,C04500,2024-09-15,completed,Installment,Courier
O010944,C01321,2025-10-04,completed,Card,Courier
O010945,C01518,2025-08-30,completed,Online Wallet,Post
O010946,C01852,2025-01-18,completed,Cash,Pickup Point
O010947,C03565,2024-09-28,cancelled,Card,Post
O010948,C01635,2024-06-03,completed,Cash,Post
O010949,C00450,2025-09-15,returned,Online Wallet,Courier
O010950,C04458,2025-06-15,completed,Card,Courier
O010951,C02424,2025-01-19,completed,Cash,Post
O010952,C02856,2026-01-24,completed,Online Wallet,Courier
O010953,C04139,2025-12-21,completed,Cash,Pickup Point
O010954,C00932,2025-07-31,completed,Installment,Courier
O010955,C03602,2026-02-10,completed,Online Wallet,Courier
O010956,C01870,2024-08-04,cancelled,Online Wallet,Post
O010957,C01991,2024-07-03,completed,Cash,Courier
O010958,C00235,2026-03-21,cancelled,Installment,Courier
O010959,C02075,2024-02-21,completed,Online Wallet,Courier
O010960,C02906,2024-08-19,completed,Online Wallet,Courier
O010961,C04828,2024-11-07,completed,Card,Pickup Point
O010962,C02466,2026-02-20,completed,Online Wallet,Courier
O010963,C03502,2026-03-01,completed,Cash,Courier
O010964,C02322,2026-03-12,completed,Cash,Pickup Point
O010965,C03578,2025-12-21,completed,Card,Pickup Point
O010966,C04186,2025-10-28,cancelled,Card,Post
O010967,C03058,2025-11-09,completed,Installment,Post
O010968,C00049,2025-08-18,completed,Card,Courier
O010969,C03522,2025-10-25,cancelled,Cash,Courier
O010970,C00785,2026-01-18,completed,Cash,Post
O010971,C00660,2026-02-06,completed,Installment,Pickup Point
O010972,C04419,2025-03-24,completed,Installment,Pickup Point
O010973,C03224,2025-12-30,completed,Online Wallet,Post
O010974,C03287,2024-05-24,completed,Cash,Pickup Point
O010975,C04054,2025-09-16,completed,Card,Post
O010976,C01622,2025-11-15,completed,Cash,Pickup Point
O010977,C03778,2025-03-17,cancelled,Installment,Courier
O010978,C03153,2025-03-05,completed,Online Wallet,Pickup Point
O010979,C02163,2025-11-16,completed,Installment,Post
O010980,C02028,2024-12-14,completed,Cash,Pickup Point
O010981,C04935,2026-03-16,completed,Online Wallet,Post
O010982,C00482,2025-03-02,completed,Card,Post
O010983,C03968,2024-12-31,completed,Cash,Courier
O010984,C03232,2025-03-04,completed,Online Wallet,Post
O010985,C04922,2024-01-28,completed,Cash,Pickup Point
O010986,C02110,2025-06-03,completed,Cash,Post
O010987,C03911,2025-05-03,completed,Cash,Post
O010988,C03958,2025-06-09,completed,Cash,Courier
O010989,C03508,2024-06-14,completed,Installment,Pickup Point
O010990,C01240,2025-09-30,cancelled,Installment,Pickup Point
O010991,C01520,2025-05-20,completed,Installment,Pickup Point
O010992,C04695,2025-08-12,completed,Card,Pickup Point
O010993,C02565,2025-09-24,completed,Online Wallet,Courier
O010994,C04539,2025-09-14,cancelled,Card,Pickup Point
O010995,C02868,2025-07-20,returned,Cash,Pickup Point
O010996,C00591,2025-08-21,completed,Card,Post
O010997,C03332,2025-12-08,completed,Cash,Post
O010998,C02455,2025-08-28,completed,Card,Courier
O010999,C02749,2024-07-30,completed,Online Wallet,Courier
O011000,C01552,2026-01-07,cancelled,Online Wallet,Pickup Point
O011001,C02830,2024-05-12,completed,Installment,Pickup Point
O011002,C04832,2025-04-17,completed,Cash,Post
O011003,C03083,2025-04-27,cancelled,Online Wallet,Pickup Point
O011004,C02810,2026-02-02,completed,Installment,Pickup Point
O011005,C01002,2025-11-10,completed,Installment,Courier
O011006,C02289,2024-03-21,returned,Cash,Courier
O011007,C02845,2024-07-04,cancelled,Online Wallet,Pickup Point
O011008,C01772,2023-12-21,completed,Cash,Pickup Point
O011009,C04352,2025-08-23,cancelled,Card,Pickup Point
O011010,C03549,2025-03-20,completed,Installment,Courier
O011011,C00367,2026-02-25,completed,Cash,Pickup Point
O011012,C02834,2025-06-29,cancelled,Card,Courier
O011013,C02465,2025-04-22,completed,Online Wallet,Courier
O011014,C00794,2025-05-30,completed,Cash,Courier
O011015,C03692,2024-10-09,completed,Card,Courier
O011016,C02113,2025-05-28,cancelled,Installment,Courier
O011017,C00963,2026-02-13,cancelled,Installment,Courier
O011018,C04707,2025-08-12,completed,Installment,Pickup Point
O011019,C01475,2025-04-07,completed,Card,Pickup Point
O011020,C01680,2023-09-30,completed,Installment,Courier
O011021,C03987,2025-01-20,completed,Cash,Courier
O011022,C02370,2025-10-28,completed,Online Wallet,Pickup Point
O011023,C02384,2025-01-06,completed,Card,Pickup Point
O011024,C02528,2024-05-20,cancelled,Cash,Post
O011025,C03370,2025-12-26,completed,Card,Courier
O011026,C02649,2025-05-25,cancelled,Cash,Courier
O011027,C01492,2025-12-19,cancelled,Cash,Post
O011028,C00786,2025-10-10,completed,Installment,Courier
O011029,C01838,2025-03-29,completed,Installment,Post
O011030,C01254,2025-12-28,completed,Cash,Pickup Point
O011031,C01187,2024-09-21,completed,Online Wallet,Courier
O011032,C01487,2026-02-15,completed,Online Wallet,Courier
O011033,C02112,2025-04-06,completed,Installment,Pickup Point
O011034,C03700,2024-06-05,completed,Installment,Pickup Point
O011035,C00398,2024-12-27,completed,Card,Courier
O011036,C01874,2025-04-16,completed,Cash,Courier
O011037,C00628,2025-10-18,completed,Cash,Post
O011038,C00947,2025-03-03,completed,Cash,Courier
O011039,C04984,2025-03-08,completed,Installment,Post
O011040,C01876,2025-12-02,completed,Online Wallet,Pickup Point
O011041,C01635,2025-09-21,completed,Card,Pickup Point
O011042,C02441,2024-09-13,completed,Installment,Courier
O011043,C03630,2025-05-04,completed,Cash,Courier
O011044,C03280,2025-11-09,completed,Online Wallet,Courier
O011045,C03927,2025-08-21,completed,Installment,Pickup Point
O011046,C02357,2025-12-12,completed,Card,Courier
O011047,C02142,2025-09-30,completed,Card,Post
O011048,C00585,2026-01-22,completed,Online Wallet,Pickup Point
O011049,C00462,2026-02-08,completed,Installment,Pickup Point
O011050,C02704,2025-10-01,completed,Card,Pickup Point
O011051,C02296,2025-12-03,cancelled,Card,Post
O011052,C02732,2026-01-07,completed,Cash,Courier
O011053,C04319,2026-01-31,completed,Cash,Courier
O011054,C02025,2024-10-22,completed,Online Wallet,Courier
O011055,C02163,2025-05-11,completed,Cash,Courier
O011056,C02634,2026-02-05,completed,Cash,Post
O011057,C03093,2025-10-30,cancelled,Online Wallet,Pickup Point
O011058,C00410,2025-12-11,completed,Cash,Post
O011059,C00407,2026-01-23,completed,Cash,Pickup Point
O011060,C04079,2025-11-06,completed,Card,Courier
O011061,C04664,2024-04-16,completed,Online Wallet,Courier
O011062,C04175,2024-04-13,completed,Installment,Post
O011063,C02524,2023-12-21,completed,Card,Pickup Point
O011064,C04087,2026-03-25,completed,Card,Pickup Point
O011065,C01842,2025-10-14,completed,Online Wallet,Pickup Point
O011066,C02220,2025-10-09,completed,Online Wallet,Courier
O011067,C04644,2023-12-31,completed,Card,Post
O011068,C00195,2026-01-26,completed,Installment,Pickup Point
O011069,C01338,2025-01-03,completed,Online Wallet,Post
O011070,C00680,2025-09-15,completed,Cash,Pickup Point
O011071,C01852,2025-07-09,completed,Installment,Post
O011072,C03252,2026-02-11,completed,Cash,Courier
O011073,C04405,2025-12-23,completed,Card,Courier
